All Grants,Earliest Award,Grants,Grants To Individuals,Grants To Organisations,Largest Amount,Largest Amount  (USD),Latest Award,Smallest Amount,Smallest Amount  (USD),Total Amount,Total Amount (USD),additional_active,additional_charitynumber,additional_companynumber,additional_dateregistered,additional_dateremoved,additional_last_modified,additional_latestincome,additional_latestincomedate,additional_linked_orgs,additional_linked_orgs_verified,additional_name,additional_organisationtype,additional_organisationtypeprimary,additional_orgids,additional_postalcode,additional_source,appears_as,name,org_ids,fund_url,organisationtypeprimary,other_names
,15-Feb-12,,,"1,085","£1,240,896",,05-Nov-25,£226,,"£50,248,324",,,,,,,,,,,,,,,,,,Funder,The Dulverton Trust,Org IDsCHC-1146484,,,
,18-Oct-18,,,111,"£3,450,000",,28-Jun-22,"£1,000",,"£17,519,164",,TRUE,1177514,,13/03/2018,,2025-12-01 01:08:12.011534+00:00,5673914,31/03/2024,"GB-CHC-1177514, GB-COH-CE013509",GB-CHC-1177514,THIRTY PERCY FOUNDATION,"registered-charity, registered-charity-england-and-wales, charitable-incorporated-organisation, incorporated-charity, charitable-incorporated-organisation-foundation",Registered Charity,GB-CHC-1177514,W1T 2DB,ccew,"Funder, Recipient, Publisher",Thirty Percy Foundation,Org IDsGB-CHC-1177514,https://www.thirtypercy.org,Registered Charity,Other Names used in the dataTHIRTY PERCY FOUNDATION
,10-Apr-24,,,152,"£1,000,000",,25-Feb-25,"£2,000",,"£5,001,000",,TRUE,258958,,24/06/1969,,2025-12-01 01:08:12.011534+00:00,935624,31/03/2025,GB-CHC-258958,GB-CHC-258958,THE COLYER-FERGUSSON CHARITABLE TRUST,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-258958,TW9 1TW,ccew,"Funder, Publisher",The Colyer-Fergusson Charitable Trust,Org IDsGB-CHC-258958,https://www.cfct.org.uk,Registered Charity,Other Names used in the dataTHE COLYER-FERGUSSON CHARITABLE TRUST
,27-Jun-18,,,75,"£737,000",,16-May-25,£250,,"£4,737,792",,TRUE,210291,,09/02/1967,,2025-12-01 01:08:12.011534+00:00,1449000,31/03/2024,GB-CHC-210291,GB-CHC-210291,THE EARL OF NORTHAMPTON'S CHARITY,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-210291,EC2R 8AB,ccew,Funder,THE EARL OF NORTHAMPTON'S CHARITY,Org IDsGB-CHC-210291,https://www.mercers.co.uk,Registered Charity,Other Names used in the dataThe Earl of Northampton's Charity
,03-Apr-16,,,257,"£130,282",,18-Jun-20,£648,,"£3,914,677",,TRUE,1103731,5092710,13/05/2004,,2025-12-01 01:08:12.011534+00:00,4023770,31/03/2024,"GB-CHC-1103731, GB-COH-05092710","GB-CHC-1103731, GB-COH-05092710",UNITED ST SAVIOUR'S CHARITY,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1103731, GB-COH-05092710",SE1 3JW,ccew,"Funder, Recipient, Publisher",United St Saviour's Charity,"Org IDsGB-CHC-1103731, GB-COH-05092710",https://www.ustsc.org.uk,Registered Charity,Other Names used in the dataUNITED ST SAVIOUR'S CHARITY
,01-Apr-20,,,"5,539","£329,720",,24-Jun-25,£90,,"£97,063,946",,TRUE,,,,,2025-12-01 01:00:59.031806+00:00,,,"GB-GOR-DA1020, GB-GOVUK-the-scottish-government, XI-ROR-04v2xmd71, XI-GRID-grid.421126.2, XI-WIKIDATA-Q32521, XI-WIKIDATA-Q5589313","GB-GOR-DA1020, GB-GOVUK-the-scottish-government",Scottish Government,government-organisation,Government Organisation,"GB-GOR-DA1020, GB-GOVUK-the-scottish-government",,gor,"Funder, Publisher",Scottish Government,"Org IDsGB-GOR-DA1020, GB-GOVUK-the-scottish-government",https://www.gov.uk/government/organisations/the-scottish-government,Government Organisation,
,01-Apr-18,,,"2,971","£1,837,000,000",,01-Apr-19,£1,,"£16,079,998,800",,TRUE,,,,,2025-12-01 01:00:59.112085+00:00,,,"GB-GOR-D8, GB-GOVUK-department-for-international-development, XI-ROR-05rf29967, XI-GRID-grid.433527.4, XI-WIKIDATA-Q2748702","GB-GOR-D8, GB-GOVUK-department-for-international-development",Department for International Development,government-organisation,Government Organisation,"GB-GOR-D8, GB-GOVUK-department-for-international-development",,gor,Funder,Department for International Development,"Org IDsGB-GOR-D8, GB-GOVUK-department-for-international-development",https://www.gov.uk/government/organisations/department-for-international-development,Government Organisation,
,01-Apr-20,,,549,"£1,017,893",,12-Jul-24,£245,,"£10,606,586",,TRUE,1156996,8559364,09/05/2014,,2025-12-01 01:08:12.011534+00:00,4305000,31/07/2024,"GB-CHC-1156996, GB-COH-08559364","GB-CHC-1156996, GB-COH-08559364",THE WIMBLEDON FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1156996, GB-COH-08559364",SW19 5AE,ccew,"Funder, Recipient, Publisher",The Wimbledon Foundation,"Org IDsGB-CHC-1156996, GB-COH-08559364",http://www.wimbledon.com/foundation,Registered Charity,Other Names used in the dataTHE WIMBLEDON FOUNDATION
692,04-Apr-18,652,,,"£2,790,000",,31-Mar-25,£360,,"£93,629,823",,TRUE,SC045925,,20/08/2015,,2025-11-27 20:00:53.305839+00:00,136984000,31/03/2024,GB-SC-SC045925,GB-SC-SC045925,Historic Environment Scotland,"registered-charity, registered-charity-scotland",Registered Charity,GB-SC-SC045925,EH9 1SH,oscr,"Funder, Recipient, Publisher",Historic Environment Scotland,Org IDsGB-SC-SC045925,http://www.historicenvironment.scot,Registered Charity,
,10-Nov-22,,,118,"£20,000",,15-Oct-25,£333,,"£1,588,965",,TRUE,1203185,14241649,22/05/2023,,2025-12-01 01:08:12.011534+00:00,131770,31/12/2024,"GB-CHC-1203185, GB-COH-14241649","GB-CHC-1203185, GB-COH-14241649",THE NORTHERN POWERGRID FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1203185, GB-COH-14241649",NE1 6AF,ccew,"Funder, Publisher",Northern Powergrid Foundation,"Org IDsGB-CHC-1203185, GB-COH-14241649",https://www.northernpowergridfoundation.com/,Registered Charity,Other Names used in the dataTHE NORTHERN POWERGRID FOUNDATION
,11-Oct-02,,,476,"£51,887",,09-Feb-23,£230,,"£1,428,441",,TRUE,,,27/05/1905,,2024-03-01 01:01:01.403039+00:00,,,"GB-LAE-SKP, XI-ROR-02peb2h94, GB-UKLA-SKP, GB-SHPE-00BS, XI-GRID-grid.438132.f, XI-WIKIDATA-Q7618164","GB-LAE-SKP, GB-UKLA-SKP",Stockport Metropolitan Borough Council,"local-authority, metropolitan-district",Local Authority,GB-LAE-SKP,,lae,"Funder, Recipient, Publisher",Stockport MBC,"Org IDsGB-LAE-SKP, GB-UKLA-SKP",,Local Authority,Other Names used in the dataStockport Metropolitan Borough Council
,01-Jan-15,,,62,"£54,275",,26-Mar-25,£791,,"£1,426,545",,TRUE,247498,,03/06/1966,,2025-12-01 01:08:12.011534+00:00,162922,31/12/2024,GB-CHC-247498,GB-CHC-247498,THE J R S S T CHARITABLE TRUST,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-247498,YO30 6WQ,ccew,"Funder, Publisher",JRSST-CT,Org IDsGB-CHC-247498,,Registered Charity,Other Names used in the dataTHE J R S S T CHARITABLE TRUST
,10-Sep-13,,,"2,772","£1,816,347",,06-Oct-25,£205,,"£193,881,711",,TRUE,218093,425299,24/05/1963,,2025-12-01 01:08:12.011534+00:00,33223612,31/03/2024,"GB-CHC-218093, GB-COH-00425299, XI-ROR-03m3kst85, XI-GRID-grid.502966.e, XI-WIKIDATA-Q7961763","GB-CHC-218093, GB-COH-00425299",WALES COUNCIL FOR VOLUNTARY ACTION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-218093, GB-COH-00425299",CF10 5BF,ccew,"Funder, Recipient, Publisher",Wales Council for Voluntary Action,"Org IDsGB-CHC-218093, GB-COH-00425299",https://www.wcva.cymru,Registered Charity,Other Names used in the dataWALES COUNCIL FOR VOLUNTARY ACTION
,02-Aug-99,,,"1,763","£25,000,000",,19-Apr-24,£102,,"£368,386,426",,TRUE,1160316,9341980,04/02/2015,,2025-12-01 01:08:12.011534+00:00,34182000,31/03/2024,"GB-CHC-1160316, GB-COH-09341980, XI-ROR-02p7svq74, XI-GRID-grid.453273.4","GB-CHC-1160316, GB-COH-09341980",GUY'S AND ST THOMAS' FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1160316, GB-COH-09341980",SE1 0EH,ccew,"Funder, Recipient, Publisher",Guy's and St Thomas' Foundation (previously Guy's and St Thomas' Charity),"Org IDsGB-CHC-1160316, GB-COH-09341980",http://www.gsttfoundation.org.uk/,Registered Charity,Other Names used in the dataGUY'S AND ST THOMAS' FOUNDATION; Guy's and St Thomas' Charity
,01-Apr-17,,,"2,825","£85,800,000",,01-Apr-19,£27,,"£315,602,785",,TRUE,,,,,2025-12-01 01:00:59.029539+00:00,,,"GB-GOR-D13, GB-GOVUK-foreign-commonwealth-office","GB-GOR-D13, GB-GOVUK-foreign-commonwealth-office","Foreign, Commonwealth & Development Office",government-organisation,Government Organisation,"GB-GOR-D13, GB-GOVUK-foreign-commonwealth-office",,gor,Funder,"Foreign, Commonwealth & Development Office","Org IDsGB-GOR-D13, GB-GOVUK-foreign-commonwealth-office",https://www.gov.uk/government/organisations/foreign-commonwealth-office,Government Organisation,Other Names used in the dataForeign and Commonwealth Office
,18-Jan-11,,,580,,,13-Nov-24,,,,,TRUE,1015648,,10/12/1992,,2025-12-01 01:08:12.011534+00:00,565572,31/12/2024,"GB-CHC-1015648, GB-CHC-1079307",GB-CHC-1015648,THE ANDREW LLOYD WEBBER FOUNDATION,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-1015648,RG20 9NJ,ccew,"Funder, Publisher",Andrew Lloyd Webber Foundation,Org IDsGB-CHC-1015648,https://www.andrewlloydwebberfoundation.com,Registered Charity,Other Names used in the dataTHE ANDREW LLOYD WEBBER FOUNDATION
,03-Oct-13,,,178,"£120,000",,03-Apr-25,"£2,550",,"£9,716,951",,TRUE,222860,,16/04/1964,,2025-12-01 01:08:12.011534+00:00,726485,31/03/2024,GB-CHC-222860,GB-CHC-222860,THE TRIANGLE TRUST 1949 FUND,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-222860,BN1 3PB,ccew,"Funder, Publisher",The Triangle Trust 1949 Fund,Org IDsGB-CHC-222860,https://www.triangletrust.org.uk,Registered Charity,Other Names used in the dataTHE TRIANGLE TRUST 1949 FUND
,19-Apr-13,,,148,"£101,500",,19-Mar-20,£250,,"£1,098,693",,TRUE,1145221,7846630,22/12/2011,,2025-12-01 01:08:12.011534+00:00,5105,31/03/2024,"GB-CHC-1145221, GB-COH-07846630","GB-CHC-1145221, GB-COH-07846630",THE HAZELHURST TRUST,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1145221, GB-COH-07846630",GU27 1DS,ccew,"Funder, Publisher",Hazelhurst Trust,"Org IDsGB-CHC-1145221, GB-COH-07846630",https://hazelhursttrust.org,Registered Charity,Other Names used in the dataTHE HAZELHURST TRUST
,25-Nov-14,,,"1,365","£650,000",,30-May-19,£324,,"£71,329,979",,TRUE,,,01/04/1996,,2024-03-01 01:01:02.715005+00:00,,,"GB-LAS-GLG, GB-UKLA-GLG","GB-LAS-GLG, GB-UKLA-GLG",The Glasgow City Council,"local-authority, council-area",Local Authority,GB-LAS-GLG,,las,"Funder, Recipient, Publisher",Glasgow City Council,"Org IDsGB-LAS-GLG, GB-UKLA-GLG",,Local Authority,Other Names used in the dataThe Glasgow City Council
,09-Jan-15,,,"2,020","£16,000,000",,20-Dec-24,"£1,000",,"£581,931,527",,TRUE,326568,1806414,18/04/1984,,2025-12-01 01:08:12.011534+00:00,53767000,31/07/2024,"GB-CHC-326568, GB-SC-SC039730, GB-COH-01806414, XI-ROR-04nq9y819, XI-GRID-grid.483776.9","GB-CHC-326568, GB-COH-01806414",CHARITY PROJECTS,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-326568, GB-COH-01806414",E1 8QS,ccew,"Funder, Recipient, Publisher",Comic Relief,"Org IDsGB-CHC-326568, GB-COH-01806414",https://www.comicrelief.com,Registered Charity,Other Names used in the dataCHARITY PROJECTS
"14,350",03-Sep-20,27,,,"£2,400,000",,31-Mar-25,"£27,852",,"£6,543,946",,TRUE,1156305,,21/03/2014,,2025-12-01 01:08:12.011534+00:00,5194712,31/03/2024,"GB-CHC-1156305, GB-COH-CE001128",GB-CHC-1156305,ST. MARTIN-IN-THE-FIELDS CHARITY,"registered-charity, registered-charity-england-and-wales, charitable-incorporated-organisation, incorporated-charity, charitable-incorporated-organisation-foundation",Registered Charity,GB-CHC-1156305,WC2N 4JH,ccew,"Funder, Recipient, Publisher",St. Martin-in-the-Fields Charity,Org IDsGB-CHC-1156305,https://www.smitfc.org,Registered Charity,Other Names used in the dataST. MARTIN-IN-THE-FIELDS CHARITY
,26-Jun-24,,,37,"£180,000",,04-Dec-24,"£78,288",,"£5,184,026",,TRUE,210729,,11/08/1962,,2025-12-01 01:08:12.011534+00:00,8155000,31/12/2024,"GB-CHC-210729, GB-SC-SC047184, XI-ROR-04ckn3152, GB-CHC-220978, XI-GRID-grid.498424.7",GB-CHC-210729,THE ROYAL UNITED KINGDOM BENEFICENT ASSOCIATION,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-210729,W14 8RR,ccew,"Funder, Recipient, Publisher",Independent Age,Org IDsGB-CHC-210729,https://www.independentage.org,Registered Charity,Other Names used in the dataTHE ROYAL UNITED KINGDOM BENEFICENT ASSOCIATION
,16-Jun-98,,,560,,"$400,000",25-Oct-17,,$500,,"$20,176,369",,,,,,,,,,,,,,,,,"Funder, Publisher",Quixote Foundation,Org IDsUS-EIN-39-1916960,,,
,18-Apr-91,,,227,"£25,000,000",,27-Mar-24,"£11,658",,"£386,645,758",,TRUE,251988,,05/04/1967,,2025-12-01 01:08:12.011534+00:00,61248000,05/04/2024,GB-CHC-251988,GB-CHC-251988,THE GATSBY CHARITABLE FOUNDATION,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-251988,SW1V 1AP,ccew,"Funder, Publisher",Gatsby Charitable Foundation,Org IDsGB-CHC-251988,https://www.gatsby.org.uk,Registered Charity,Other Names used in the dataTHE GATSBY CHARITABLE FOUNDATION
,13-Apr-17,,,"4,388","£156,810",,26-Mar-25,£140,,"£22,493,571",,TRUE,1113226,5670692,09/03/2006,,2025-12-01 01:08:12.011534+00:00,4062970,31/03/2024,"GB-CHC-1113226, GB-COH-05670692, GB-CHC-297811, GB-CHC-1083117","GB-CHC-1113226, GB-COH-05670692",THE SUSSEX COMMUNITY FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1113226, GB-COH-05670692",BN7 1RL,ccew,"Funder, Recipient, Publisher",Sussex Community Foundation,"Org IDsGB-CHC-1113226, GB-COH-05670692",https://www.sussexgiving.org.uk,Registered Charity,Other Names used in the dataTHE SUSSEX COMMUNITY FOUNDATION
,01-Jul-10,,,150,"£1,159,250",,01-Dec-12,"£1,149,250",,"£172,887,500",,TRUE,1147511,7833396,30/05/2012,,2025-12-01 01:08:12.011534+00:00,2901000,31/03/2024,"GB-CHC-1147511, GB-COH-07833396","GB-CHC-1147511, GB-COH-07833396",LOCAL TRUST,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1147511, GB-COH-07833396",SE1 3GN,ccew,"Funder, Recipient, Publisher",Local Trust,"Org IDsGB-CHC-1147511, GB-COH-07833396",https://www.localtrust.org.uk,Registered Charity,Other Names used in the dataLOCAL TRUST
,31-Jan-13,,,771,"£170,000",,25-Sep-25,£600,,"£66,021,502",,TRUE,263207,,29/11/1971,,2025-12-01 01:08:12.011534+00:00,3431000,31/03/2025,GB-CHC-263207,GB-CHC-263207,JOHN ELLERMAN FOUNDATION,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-263207,WC2N 5NS,ccew,"Funder, Recipient, Publisher",John Ellerman Foundation,Org IDsGB-CHC-263207,https://www.ellerman.org.uk,Registered Charity,Other Names used in the dataJOHN ELLERMAN FOUNDATION
,12-Oct-05,,,316,"£5,000,000",,30-Apr-18,"£7,000",,"£93,761,810",,FALSE,242575,,15/07/1965,28/02/2019,2025-12-01 01:08:12.011534+00:00,1723000,05/04/2018,GB-CHC-242575,GB-CHC-242575,THE MONUMENT TRUST,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-242575,SW1V 1AP,ccew,"Funder, Publisher",Monument Trust,Org IDsGB-CHC-242575,,Registered Charity,Other Names used in the dataTHE MONUMENT TRUST
"2,919",06-Feb-20,683,,,"£203,000",,13-Dec-24,£80,,"£10,305,564",,TRUE,1162855,,27/07/2015,,2025-12-01 01:08:12.011534+00:00,3137000,31/12/2024,"GB-CHC-1162855, GB-COH-CE005143, GB-CHC-218401",GB-CHC-1162855,BARNWOOD TRUST,"registered-charity, registered-charity-england-and-wales, charitable-incorporated-organisation, incorporated-charity, charitable-incorporated-organisation-association",Registered Charity,GB-CHC-1162855,GL50 3BN,ccew,"Funder, Recipient, Publisher",Barnwood Trust,Org IDsGB-CHC-1162855,http://www.barnwoodtrust.org/,Registered Charity,Other Names used in the dataBARNWOOD TRUST
,23-Apr-18,,,161,"£3,030,000",,04-Apr-25,£500,,"£6,227,862",,TRUE,1165225,,19/01/2016,,2025-12-01 01:08:12.011534+00:00,760309,31/03/2024,"GB-CHC-1165225, GB-COH-CE005218, GB-CHC-245592",GB-CHC-1165225,JOSEPH LEVY FOUNDATION,"registered-charity, registered-charity-england-and-wales, charitable-incorporated-organisation, incorporated-charity, charitable-incorporated-organisation-foundation",Registered Charity,GB-CHC-1165225,NW1 5BY,ccew,"Funder, Publisher",Joseph Levy Foundation,Org IDsGB-CHC-1165225,https://www.jlf.org.uk,Registered Charity,Other Names used in the dataJOSEPH LEVY FOUNDATION
,15-Aug-18,,,"2,623","£2,225,001",,26-Mar-25,£250,,"£101,760,196",,TRUE,SC009481,,20/11/1985,,2025-11-27 20:00:27.753373+00:00,40312000,31/03/2025,GB-SC-SC009481,GB-SC-SC009481,The Corra Foundation,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC009481,EH12 9DT,oscr,"Funder, Recipient, Publisher",Corra Foundation,Org IDsGB-SC-SC009481,http://www.corra.scot,Registered Charity,Other Names used in the dataThe Corra Foundation
,25-Apr-17,,,378,"£50,318",,27-Mar-25,£244,,"£3,863,414",,TRUE,1088315,4046959,04/09/2001,,2025-12-01 01:08:12.011534+00:00,778447,31/03/2025,"GB-CHC-1088315, GB-COH-04046959","GB-CHC-1088315, GB-COH-04046959",THE FUNDING NETWORK,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1088315, GB-COH-04046959",E1 6LS,ccew,"Funder, Recipient, Publisher",The Funding Network,"Org IDsGB-CHC-1088315, GB-COH-04046959",https://www.thefundingnetwork.org.uk,Registered Charity,Other Names used in the dataTHE FUNDING NETWORK
,01-Apr-15,,,"19,895","£2,573,000,000",,19-Mar-24,£0,,"£21,867,919,681",,TRUE,,,,,2025-12-01 01:00:59.112008+00:00,,,"GB-GOR-D9, GB-GOVUK-department-for-transport, XI-ROR-010mf0m52, XI-GRID-grid.420385.8, XI-WIKIDATA-Q2982287","GB-GOR-D9, GB-GOVUK-department-for-transport",Department for Transport,government-organisation,Government Organisation,"GB-GOR-D9, GB-GOVUK-department-for-transport",,gor,Funder,Department for Transport,"Org IDsGB-GOR-D9, GB-GOVUK-department-for-transport",https://www.gov.uk/government/organisations/department-for-transport,Government Organisation,
,04-Feb-19,,,85,,,08-Oct-25,,,,,TRUE,1142413,7657300,15/06/2011,,2025-12-01 01:08:12.011534+00:00,3167186,30/06/2024,"GB-CHC-1142413, GB-COH-07657300","GB-CHC-1142413, GB-COH-07657300",THE BADUR FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1142413, GB-COH-07657300",W1T 1QD,ccew,"Funder, Publisher",The Badur Foundation,"Org IDsGB-CHC-1142413, GB-COH-07657300",https://www.badurfoundation.org,Registered Charity,Other Names used in the dataTHE BADUR FOUNDATION
,23-Feb-18,,,86,"£600,000",,17-Nov-25,"£1,000",,"£5,059,653",,TRUE,802623,,12/01/1990,,2025-12-01 01:08:12.011534+00:00,2123928,05/04/2024,GB-CHC-802623,GB-CHC-802623,THE AURORA TRUST,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-802623,SW1V 1AP,ccew,"Funder, Publisher",Aurora Trust,Org IDsGB-CHC-802623,https://auroratrust.org.uk/,Registered Charity,Other Names used in the dataTHE AURORA TRUST
,02-Jul-15,,,"4,126","£225,000",,30-Jun-21,£100,,"£18,703,134",,TRUE,1109453,5369725,12/05/2005,,2025-12-01 01:08:12.011534+00:00,6257477,30/06/2024,"GB-CHC-1109453, GB-COH-05369725","GB-CHC-1109453, GB-COH-05369725",SUFFOLK COMMUNITY FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1109453, GB-COH-05369725",IP9 2BB,ccew,"Funder, Recipient, Publisher",Suffolk Community Foundation,"Org IDsGB-CHC-1109453, GB-COH-05369725",https://www.suffolkcf.org.uk,Registered Charity,Other Names used in the dataSUFFOLK COMMUNITY FOUNDATION
,20-Apr-23,,,59,"£30,000",,02-Apr-24,£300,,"£392,919",,TRUE,1199923,,02/08/2022,,2025-12-01 01:08:12.011534+00:00,846948,30/06/2024,"GB-CHC-1199923, GB-COH-CE029877, GB-CHC-277174",GB-CHC-1199923,SKINNERS' CHARITY FOUNDATION,"registered-charity, registered-charity-england-and-wales, charitable-incorporated-organisation, incorporated-charity, charitable-incorporated-organisation-association",Registered Charity,GB-CHC-1199923,EC4R 2SP,ccew,Funder,SKINNERS' CHARITY FOUNDATION,Org IDsGB-CHC-1199923,,Registered Charity,Other Names used in the dataSkinners' Charity Foundation
,26-Apr-17,,,"15,367","£10,000,000",,20-Dec-24,£250,,"£619,157,421",,TRUE,230260,,06/05/1964,,2025-12-01 01:08:12.011534+00:00,110302000,05/04/2024,GB-CHC-230260,GB-CHC-230260,GARFIELD WESTON FOUNDATION,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-230260,W1K 4QY,ccew,"Funder, Publisher",Garfield Weston Foundation,Org IDsGB-CHC-230260,https://www.garfieldweston.org,Registered Charity,Other Names used in the dataGARFIELD WESTON FOUNDATION
,08-Feb-22,,,"2,280","£500,000",,22-Apr-25,"£1,000",,"£34,013,724",,TRUE,1081766,4006216,28/07/2000,,2025-12-01 01:08:12.011534+00:00,1185609,31/12/2024,"GB-CHC-1081766, GB-COH-04006216, XI-ROR-00ejq3005, GB-CHC-1094948, XI-GRID-grid.453668.a","GB-CHC-1081766, GB-COH-04006216",THE FOYLE FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1081766, GB-COH-04006216",WC1N 3QU,ccew,"Funder, Publisher",The Foyle Foundation,"Org IDsGB-CHC-1081766, GB-COH-04006216",https://www.foylefoundation.org.uk,Registered Charity,Other Names used in the dataTHE FOYLE FOUNDATION
,28-Oct-19,,,501,"£398,563",,14-Feb-25,£650,,"£11,288,443",,TRUE,,,,,2024-03-01 01:01:01.388040+00:00,,,"GB-LAE-HCK, GB-UKLA-HCK, XI-ROR-036amgv56, GB-SHPE-00AM, XI-GRID-grid.508349.3, XI-WIKIDATA-Q205679","GB-LAE-HCK, GB-UKLA-HCK",London Borough of Hackney,"local-authority, london-borough",Local Authority,GB-LAE-HCK,,lae,"Funder, Recipient, Publisher",Hackney Council,"Org IDsGB-LAE-HCK, GB-UKLA-HCK",,Local Authority,Other Names used in the dataLondon Borough of Hackney
,01-Jul-20,,,27,"£90,000",,06-Dec-23,"£25,000",,"£1,165,000",,FALSE,1189683,12227471,27/05/2020,15/07/2025,2025-12-01 01:08:12.011534+00:00,0,30/09/2023,"GB-CHC-1189683, GB-COH-12227471","GB-CHC-1189683, GB-COH-12227471",THE INNOX FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1189683, GB-COH-12227471",BA2 7SW,ccew,"Funder, Publisher",Innox Foundation,"Org IDsGB-CHC-1189683, GB-COH-12227471",,Registered Charity,Other Names used in the dataTHE INNOX FOUNDATION
,01-Apr-12,,,"1,076","£240,000",,23-Mar-23,£67,,"£22,936,981",,TRUE,312800,6133849,04/10/1973,,2025-12-01 01:08:12.011534+00:00,3241291,31/03/2024,"GB-CHC-312800, GB-COH-06133849","GB-CHC-312800, GB-COH-06133849",WALCOT EDUCATIONAL FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-312800, GB-COH-06133849",SE11 6SF,ccew,"Funder, Recipient, Publisher",Walcot Foundation,"Org IDsGB-CHC-312800, GB-COH-06133849",https://www.walcotfoundation.org.uk,Registered Charity,Other Names used in the dataWALCOT EDUCATIONAL FOUNDATION
,02-May-22,,,83,"£30,000",,01-Feb-24,£500,,"£1,462,591",,TRUE,1136077,7240359,24/05/2010,,2025-12-01 01:08:12.011534+00:00,2500162,31/03/2024,"GB-CHC-1136077, GB-SC-SC048055, GB-COH-07240359","GB-CHC-1136077, GB-COH-07240359",THE ROYAL COUNTRYSIDE FUND,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1136077, GB-COH-07240359",W1G 0PW,ccew,"Funder, Recipient, Publisher",The Royal Countryside Fund,"Org IDsGB-CHC-1136077, GB-COH-07240359",https://www.royalcountrysidefund.org.uk,Registered Charity,Other Names used in the dataTHE ROYAL COUNTRYSIDE FUND
,29-Apr-21,,,123,"£90,000",,08-Mar-24,£0,,"£1,746,971",,TRUE,289888,1803707,25/07/1984,,2025-12-01 01:08:12.011534+00:00,513000,31/03/2024,"GB-CHC-289888, GB-COH-01803707","GB-CHC-289888, GB-COH-01803707",HYDE CHARITABLE TRUST,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-289888, GB-COH-01803707",SE1 9EQ,ccew,"Funder, Recipient, Publisher",Hyde Charitable Trust,"Org IDsGB-CHC-289888, GB-COH-01803707",https://www.hyde-housing.co.uk/corporate/our-social-purpose/the-hyde-charitable-trust,Registered Charity,Other Names used in the dataHYDE CHARITABLE TRUST
,09-Feb-22,,,27,"£3,100,000",,01-Dec-23,"£300,000",,"£41,550,000",,TRUE,SC044835,,01/05/2014,,2025-11-27 20:00:53.260382+00:00,49378521,31/12/2024,"GB-SC-SC044835, GB-COH-SC476398",GB-SC-SC044835,Postcode International Trust,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC044835,EH2 4ET,oscr,Funder,Postcode International Trust,Org IDsGB-SC-SC044835,http://www.postcodeinternationaltrust.org.uk,Registered Charity,
,07-Jan-14,,,"2,172","£25,000,000",,17-Jun-25,£180,,"£417,417,990",,,,,,,,,,,,,,,,,,Funder,The Julia Rausing Trust (via MCT),Org IDs360G-JuliaRausingTrustMCT,,,
