fund_url,fund_name,applicant_types,geographic_scope,beneficiary_focus,funding_range,restrictions,application_status,deadline,notes,eligibility,evidence,pages_scraped,visited_urls_count,extraction_timestamp,error,source_folder
https://www.thebromleytrust.org.uk,www.thebromleytrust.org.uk,UK-registered charities,UK,Human Rights; Prison Reform,"£15,000 - £30,000",Organisations that are not UK registered charities; Organisations working outside of the UK; Service delivery organisations that are not also bringing about wider policy or practice change; Policy organisations that do not undertake any direct service delivery; Charities that do not work with people seeking sanctuary in the UK; Charities that do not work with people in prison in the UK; Individuals; General appeals; Capital projects; Research; Work in schools or universities; Promotion of religion; International development work; Disaster relief; Conflict or post-conflict work; Drug or alcohol rehabilitation services; Housing projects; Domestic abuse organisations; Law Centres; Generic mentoring programmes; Organisations solely providing general welfare support; Work that is covered by state funding; Newly established organisations without a full year’s audited or independently examined accounts; Organisations with no (or very low – i.e. under one month’s) unrestricted reserves; Organisations which have more than one year’s worth of unrestricted reserves; Organisations who have made an unsuccessful application to the Trust in the last two years; Environmental projects,open,17 March 2025,Organisations with an annual turnover of between £100k to £1.2m; preference for multi-year funding; unrestricted grants.,Eligible,"[Score: 60] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Funding size appropriate: £15,000 - £30,000 | ✓ Applications open | ⏰ Deadline: 17 March 2025 | ⚠ Beneficiary focus unclear: human rights; prison reform | ⚠ Restrictions apply: organisations that are not uk registered charities; organisations working outside of the uk; service...",14.0,15.0,2025-10-13 15:41:10,,www.thebromleytrust.org.uk
https://www.theprudencetrust.org,www.theprudencetrust.org,UK registered charities; CICs,UK,young people aged 10-30; young people aged 11-25,"£30,000 – £300,000 pa; Grant size: £200,000-£500,000; Less than £10,000; Up to £300k",Unregistered charities; Those running for less than two years; Those whose work is not primarily with young people; Those not delivering direct mental health support; Those not already collecting mental health data,closed,Monday 3 March 4pm; 9 September 2024; 21 October 2024,"Annual income above £250,000; Two years of published accounts; Deliver direct mental health support; Already collect mental health or wellbeing data",Not Eligible,"[Score: 0] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: young people; general health/care | ⚠ Large grants only (£500k+) - may be competitive: £30,000 – £300,000 pa; grant size: £200,000-£500,000; less than £10,000; up to £300k | ✗ Applications CLOSED | ✗✗ CRITICAL: Core activities may be excluded - health",15.0,15.0,2025-10-13 16:45:37,,www.theprudencetrust.org
https://www.thesff.com/,www.thesff.com,organisations delivering a specific COVID-19 response; water and sanitation enterprises,"Africa and Asia, UK",disadvantaged youth; mental health; access to water,"£100,000 maximum per grant; total £350,000 for COVID-19 specific grants; £400,000 for additional awards",no unsolicited proposals; must align with vision and strategy focus,open,,Focus on organisations with a strong impact measurement and those addressing clear needs,Possibly Eligible,"[Score: 35] ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: general health/care | ✓ Funding size appropriate: £100,000 maximum per grant; total £350,000 for covid-19 specific grants; £400,000 for additional awards | ✓ Applications open | ⚠ Applicant type unclear - may need verification | ⚠ Restrictions apply: no unsolicited proposals; must align with vision and strategy focus...",15.0,15.0,2025-10-14 11:42:33,,www.thesff.com
https://www.truecolourstrust.org.uk,www.truecolourstrust.org.uk,UK registered charitable organisations; CICs,UK,disabled children and young people; children and young people with life-limiting conditions; families,"up to £10,000",Organisations which have received a small grant from us within the last 12 months; Local authorities; Residential schemes; Schools; Condition-specific organisations; Organisations seeking funding for wish-granting activities or regranting; Organisations which are registered outside the UK; Projects taking place outside the UK; Newly registered organisations which do not yet have a full year of accounts; Individuals,open,,"Organisations whose annual income is less than £350,000; must wait at least a year after project completion before reapplying if successful.",Highly Eligible,"[Score: 100] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: palliative/end-of-life care (life-limiting); age groups: children, young people, families | ✓ Funding size appropriate: up to £10,000 | ✓ Applications open | ⚠ Restrictions apply: organisations which have received a small grant from us within the last 12 months; local authorities...",15.0,15.0,2025-10-13 13:48:42,,www.truecolourstrust.org.uk
https://www.tudortrust.org.uk,www.tudortrust.org.uk,,UK,communities; racial justice,up to £1 million; £10 million in initial grants,invitation-only funding; no unsolicited proposals,open,,Focus on organisations addressing racial injustice and fostering long-term systems change,Possibly Eligible,[Score: 35] ✓ UK/England-wide funding (includes Kent) | ✓ Applications open | ⚠ Beneficiary focus unclear: communities; racial justice | ⚠ Large grants only (£500k+) - may be competitive: up to £1 million; £10 million in initial grants | ⚠ Restrictions apply: invitation-only funding; no unsolicited proposals...,15.0,15.0,2025-10-13 10:54:43,,www.tudortrust.org.uk
https://www.tuixen.org.uk,www.tuixen.org.uk,,UK,Children and Youth; Education; Disabilities; Learning Disabilities; Mental Health; Hospices; Homelessness; Relief of Poverty,£0.5m – £5m,Unsolicited applications are not sought; correspondence will not be replied to,closed,,Approximately 20 charities will be selected to receive a donation each year and some donations will be ongoing.,Low Match,[Score: 25] ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: palliative/end-of-life care (hospice); age groups: children; general health/care | ⚠ Very small grants only: £0.5m – £5m | ✗ Applications CLOSED | ⚠ Restrictions apply: unsolicited applications are not sought; correspondence will not be replied to...,6.0,6.0,2025-10-13 15:46:23,,www.tuixen.org.uk
https://www.tworidingscf.org.uk,www.tworidingscf.org.uk,small grassroots organisations; not for profit groups,North and East Yorkshire,children and young people; families up against poverty; people experiencing mental and physical health challenges; global majority groups; LGBTQ+ community; older people,"average grant: £4,800","Private Businesses; General appeals or sponsorship; National organisations; Statutory agencies; Organisations that have substantial unrestricted funds; Previous grant recipients with outstanding reporting information; Organisations that mainly give funds to other organisations or individuals; Work normally funded from statutory sources; Teacher training; Payment of commission-based fundraisers; Work for the advancement of religion; Activities solely for the benefit of animals; Overseas holidays or trips; Political campaigning; Medical research, medical equipment or medical treatment; Prize money, loans, deposits or on-granting",open,,"Organisations must have a governing document, a bank account with at least two unrelated signatories, and at least three unrelated trustees.",Not Eligible,"[Score: -20] ✓ Beneficiary alignment: age groups: children, young people, families; general health/care | ✓ Funding available but small: average grant: £4,800 | ✓ Applications open | ⚠ Applicant type unclear - may need verification | ✗ Geographic mismatch: north and east yorkshire | ✗✗ CRITICAL: Core activities may be excluded - medical",15.0,15.0,2025-10-13 16:17:43,,www.tworidingscf.org.uk
https://www.vodafone.com/vodafone-foundation,www.vodafone.com,public sector services; small and medium-sized enterprises; charities; NGOs,Europe and Africa,women; students; jobseekers; communities in need,"£9m+ raised by Vodafone employees; £400,000 for Vodafone Foundation’s Your Planet campaign; £43.5m for over 25,000 charities",must have the correct right to work documentation; not accepting Graduate Route Visa,open,30th November 2025,A 2.2 in any degree is required; related degrees are a bonus; recently graduated between June 2024 and August 2026,Not Eligible,[Score: 5] ✓ Registered charities eligible | ✓ Applications open | ⏰ Deadline: 30th November 2025 | ✗ Geographic mismatch: europe and africa | ⚠ Beneficiary focus unclear: women; students; jobseekers; communities in need | ⚠ Restrictions apply: must have the correct right to work documentation; not accepting graduate route visa...,15.0,15.0,2025-10-14 14:14:09,,www.vodafone.com_vodafone-foundation
https://www.vonopel-foundation.ch/,www.vonopel-foundation.ch,,developing world,children; young people; the poor; the vulnerable,,,open,,"Projects must aim to improve access to education, healthcare, and sustainable development.",Low Match,"[Score: 15] ✓ Beneficiary alignment: age groups: children, young people; services: care | ✓ Applications open | ✗ Geographic mismatch: developing world",7.0,7.0,2025-10-14 15:21:26,,www.vonopel-foundation.ch
https://www.walcotfoundation.org.uk,www.walcotfoundation.org.uk,charities registered with the Charity Commission for England and Wales; Company Limited by Guarantee; Charitable Incorporated Organisation; state funded primary schools; state funded secondary schools; state funded special schools,Lambeth,low income households; disadvantaged children; families under pressure; young people at risk of exclusion; children and young people with mental health issues,"£1,500 - £5,000 based on turnover; £25,000 - £75,000 over one to three years for specific projects",no funding for independent schools; no funding for Further Education Colleges or Universities; no funding for companies/CICs limited by shares; no funding for social enterprise start-ups without a track record,open,,Organisations must demonstrate that the purpose for which they are requesting funding is wholly charitable.,Possibly Eligible,"[Score: 35] ✓ Registered charities eligible | ✓ Beneficiary alignment: age groups: children, young people, families; general health/care | ✓ Funding size appropriate: £1,500 - £5,000 based on turnover; £25,000 - £75,000 over one to three years for specific projects | ✓ Applications open | ✗ Geographic mismatch: lambeth | ⚠ Restrictions apply: no funding for independent schools; no funding for further education colleges or universities; no fu...",15.0,15.0,2025-10-13 15:07:23,,www.walcotfoundation.org.uk
https://www.wcit.org.uk,www.wcit.org.uk,,UK,SMEs; under-represented founders; regions,,,unclear,,Event on 15th October 2025 focuses on fundraising for tech SMEs.,Low Match,[Score: 25] ✓ UK/England-wide funding (includes Kent) | ⚠ Beneficiary focus unclear: smes; under-represented founders; regions | ⚠ Application status unclear: unclear,15.0,15.0,2025-10-13 12:28:52,,www.wcit.org.uk
https://www.wfct.org/,www.wfct.org,UK based organisations; British registered charity,UK,cultural institutions; people with disabilities; UK Jewish community; older people; education; culture and heritage,"£10,000 – £50,000","The purchase of land or existing buildings; Grants direct to individuals; Grants through conduit organisations; Overheads, maintenance costs and VAT; Non-specific appeals and endowment funds; Costs of meetings, exhibitions, concerts, expeditions, conferences; Film or promotional materials; Repayment of loans; Projects that have already been completed or will be by the time of award",closed,"1 June 2025, 23.59","Organisations should have charitable status, generally have an annual income of above £50,000, and show evidence of long-term financial viability.",Low Match,"[Score: 10] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Funding size appropriate: £10,000 – £50,000 | ⚠ Beneficiary focus unclear: cultural institutions; people with disabilities; uk jewish community; older people; education; cultu | ✗ Applications CLOSED | ⚠ Restrictions apply: the purchase of land or existing buildings; grants direct to individuals; grants through conduit org...",15.0,15.0,2025-10-14 15:24:31,,www.wfct.org
https://www.wolfson.org.uk,www.wolfson.org.uk,charities; universities; research institutions; academic researchers; students,UK,secondary school-age musicians; undergraduate students; early and mid-career researchers; medical staff; people fleeing persecution,,no direct applications from individuals; no funding for clinical medicine; no retrospective grants,open,"1 March, 1 September",Stage 1 applications are required; Stage 2 applications are by invitation only.,Possibly Eligible,"[Score: 35] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: services: care | ✓ Applications open | ⏰ Deadline: 1 March, 1 September | ✗✗ CRITICAL: Core activities may be excluded - clinical",15.0,15.0,2025-10-13 12:56:13,,www.wolfson.org.uk
https://www.woodwardcharitabletrust.org.uk,www.woodwardcharitabletrust.org.uk,private limited companies; voluntary community groups; constituted groups/forums; hospices; gyms; sports centres; nurseries; individuals in any capacity,UK,children from disadvantaged backgrounds; families with young children up to age 11,"£500 - £1,000","charities whose annual turnover exceeds £100,000; overseas projects; trips that are only social",closed,,"Grants can only be paid to registered charities, CICs, CIOs or exempt charities. Trustees will only fund up to 50% of the total cost of a scheme.",Low Match,"[Score: 10] ✓ Hospice/palliative care organisations explicitly eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: children, families | ✗ Applications CLOSED | ⚠ Restrictions apply: charities whose annual turnover exceeds £100,000; overseas projects; trips that are only social...",15.0,15.0,2025-10-13 10:24:35,,www.woodwardcharitabletrust.org.uk
https://www.ybs.co.uk/charitablefoundation,www.ybs.co.uk,,,,,,unclear,,,Not Eligible,[Score: 0] ⚠ Application status unclear: unclear,15.0,15.0,2025-10-13 14:59:09,,www.ybs.co.uk_charitablefoundation
