fund_url,fund_name,applicant_types,geographic_scope,beneficiary_focus,funding_range,restrictions,application_status,deadline,notes,eligibility,evidence,pages_scraped,visited_urls_count,extraction_timestamp,error,source_folder
https://www.sharegift.org,www.sharegift.org,UK registered charities,UK,Any charitable purpose (cause-neutral),Unspecified; grants based on value of shares donated and number of suggestions received,No formal application process; donations are made based on donor and partner suggestions and internal research; Subject to due diligence,rolling,,"ShareGift does not accept applications; charities can be suggested by donors or corporate partners. All UK registered charities are eligible, subject to due diligence. Cause-neutral and has supported over 3,500 charities.",Highly Eligible,"1. ShareGift states: 'We can give to any UK registered charity, subject to due diligence, and are giving to new charities almost every month.' 2. Geographic scope is UK-wide, which includes Kent. 3. There are no restrictions excluding hospices or healthcare charities; ShareGift is cause-neutral. 4. Funding is not fixed but grants have been made to thousands of charities, including those in health and palliative care. 5. The process is rolling, with donations made regularly based on suggestions. 6. The only limitation is that there is no formal application process; eligibility is determined by being a UK registered charity and being suggested by donors or partners. Overall, ellenor Hospice is highly eligible and should encourage supporters to suggest them to ShareGift.",8,8,15/10/2025 12:51,,www.sharegift.org
https://www.shearsfoundation.org,www.shearsfoundation.org,"Registered charities (excluding hospices, except for a core group in Newcastle)","Tyne & Wear, Northumberland, Harrogate, York, Bradford, Greater Manchester (North of England core areas only)",Health and medicine (research or education); Culture and arts; Education; Environment; Community development,"£3,000 - £6,000","Hospices not eligible (except for a core group in Newcastle); Organisations with income above £1.5M not eligible (from March 2024, except core groups); Applications only accepted from organisations working in Tyne & Wear, Northumberland, Harrogate, York, Bradford, Greater Manchester; No capital projects (buildings, major repairs, vehicles, large equipment, etc.)",open,"Quarterly deadlines: 31 May, 31 August, 30 November, 28/29 February",Applicants must have a phone or Zoom call with the Foundation before applying. Applications from outside the specified geographic areas are not accepted due to high demand in core areas.,Not Eligible,"The Shears Foundation explicitly states: 'We currently don't consider applications from Hospices because we make a major annual contribution to a hospice in Newcastle.' Additionally, applications are only accepted from organisations working in Tyne & Wear, Northumberland, Harrogate, York, Bradford, and Greater Manchester. ellenor Hospice is located in Kent and is a hospice, so it is doubly excluded: both by applicant type (hospices not eligible) and by geography (Kent is not within the eligible regions). The income restriction (£1.5M max) would also exclude ellenor Hospice (£8.2M income), but the explicit hospice and geographic exclusions are sufficient for a 'Not Eligible' determination.",13,13,15/10/2025 12:51,,www.shearsfoundation.org
,www.sobellfoundation.org.uk,,,,,,unclear,,No funding information or eligibility criteria available due to inaccessible content.,Possibly Eligible,"The page content is inaccessible ('This page uses frames, but your browser doesn't support them'), so no explicit eligibility criteria, applicant types, geographic scope, or restrictions can be confirmed. It is possible that the Sobell Foundation funds hospices or health charities, but without further information, only a 'Possibly Eligible' rating can be given. Recommend visiting the foundation's website directly or contacting them for detailed eligibility criteria.",1,1,15/10/2025 12:51,,www.sobellfoundation.org.uk
,www.sussexgiving.org.uk,charities; community groups,Sussex,health; poverty; community; environment; social isolation,not stated,,unclear,not stated,"Funding is for projects, services, and core costs that help charities and community groups in Sussex. Geographic focus is strictly on Sussex.",Not Eligible,"The Sussex Community Foundation funds charities and community groups specifically to benefit communities within Sussex. ellenor Hospice is based in Kent and serves Dartford, Gravesham, Swanley, and Bexley, which are not within Sussex. There is no indication that grants are available for organizations outside Sussex. The eligibility criteria and funding priorities are focused on making a 'lasting local difference' in Sussex, and the Foundation emphasizes its knowledge and support of Sussex communities. Therefore, ellenor Hospice does not meet the geographic eligibility requirement.",1,1,15/10/2025 12:51,,www.sussexgiving.org.uk
https://www.synconaltd.com,www.synconaltd.com_the-foundation,"UK registered charities; charities focused on health; charities focused on disease prevention, treatment, or care",UK,"patients with cancer; patients with other diseases; people needing treatment, prevention, or cure of disease; general healthcare beneficiaries",Not stated,"No explicit exclusions found; focus is on health, disease, and related charitable activities",unclear,Not stated,"Funding is provided via The Syncona Foundation, which supports UK health and disease-related charities. No open application process or deadlines are specified. The Foundation's objectives include prevention, treatment, cure, and eradication of cancer and other diseases, as well as other charitable activities.",Eligible,"1. The Syncona Foundation's charitable objectives include 'the prevention, treatment, cure and ultimately eradication of cancer and other diseases, as well as other charitable activities.' 2. Syncona provides annual philanthropic funding to the Foundation, which supports UK health and disease-related charities. 3. Geographic scope is UK-wide, which includes Kent. 4. Beneficiary focus includes patients with life-limiting conditions and those needing treatment or care, matching ellenor Hospice's services. 5. No explicit restrictions excluding hospices or palliative care charities are stated. 6. However, there is no public information about an open application process, funding range, or deadlines, so status is 'unclear.' 7. Overall, ellenor Hospice is a strong thematic match for the Foundation's objectives, but the lack of a clear application route or process prevents a 'Highly Eligible' rating.",15,15,15/10/2025 12:51,,www.synconaltd.com_the-foundation
https://talbotvillagetrust.org,www.talbotvillagetrust.org,Registered Charities; Charitable Incorporated Organisations (CIO); Constituted community/voluntary organisations and associations; Faith organisations (for community benefit); State schools (with restrictions); Industrial and Provident Societies; Community Interest Companies (CIC) Limited by Guarantee; Social Enterprises limited by guarantee (with not-for-profit clause and charitable/social objectives),"Bournemouth, Christchurch, Poole, Purbeck, East Dorset (South East Dorset)","People and communities in South East Dorset; Older people; People experiencing loneliness or isolation; People with mental health needs; People facing disadvantage (including disability, poverty, inequality); Children and young people; Marginalised groups; Bereaved children and families","Small Grants: up to £5,000 (annual turnover under £250,000); Capital Grants: £10,000+ (no upper limit stated, but recent grants up to £40,000)","Organisation must be located, have a base, or deliver services within Bournemouth, Christchurch, Poole, Purbeck, or East Dorset; Small Grants: annual turnover under £250,000; Capital Grants: must show capital expenditure is planned and integrated into strategy, 25% match funding required; No funding for facilities outside area of benefit; No retrospective funding; No funding for research or research infrastructure (including medical research); No funding for vehicles (except by exception); No funding for projects that duplicate existing services or where statutory funding has been withdrawn; No funding for animal welfare (except assistance therapy); No funding for one-off events with limited long-term benefit; No funding for individuals (except by invitation)",closed,"31 August 2025 (for next round, but currently closed)","Applicants must demonstrate benefit to people within the area of benefit (South East Dorset). Ellenor Hospice is based in Kent and serves Dartford, Gravesham, Swanley, and Bexley, which are outside the Trust's area of benefit. Previous grants have supported hospices and palliative care within Dorset, but not outside the defined area.",Not Eligible,"1. The Trust's area of benefit is strictly defined as Bournemouth, Christchurch, Poole, Purbeck, and East Dorset. Ellenor Hospice is based in Kent and serves areas outside this geographic scope. 2. The eligibility policy states: 'Your organisation must: either be located or have a base within our area of benefit, or deliver service within it (Bournemouth, Christchurch, Poole, Purbeck, or East Dorset).' 3. While the Trust funds registered charities and has previously supported palliative care and hospice services (e.g., Julia’s House in Dorset), all funded organisations are based in or deliver services within the specified Dorset area. 4. There is no indication that projects or services delivered solely in Kent would be eligible, and the restrictions explicitly state 'No funding for facilities outside of the Area of Benefit even where these may be used by persons residing within the Area.' 5. Therefore, Ellenor Hospice does not meet the core geographic eligibility requirement and is not eligible to apply.",15,15,15/10/2025 12:51,,www.talbotvillagetrust.org
https://www.tallowchandlers.org,www.tallowchandlers.org_education-charity_charities-grants,charities; educational establishments; youth organisations; schools; universities,"Primarily London, with some support for City-based and London-area organisations; focus on London but not explicitly excluding other UK regions",young people; disadvantaged youth; students; STEM education; education and skills development,Not stated,"Priority is young, disadvantaged people through education and skills, primarily in London; Focus on STEM and education; No explicit mention of hospice or healthcare funding; No evidence of support for palliative care or end-of-life services",rolling,Not stated; appeals considered quarterly,"Applicants must align with the objective of supporting young people through education and skills, especially in London. Appeals are reviewed quarterly. No explicit exclusion of hospices, but no evidence of support for healthcare or palliative care charities.",Low Match,"1. The Tallow Chandlers' Benevolent Fund prioritises 'supporting young, disadvantaged people through education and skills, primarily in London.' 2. The geographic focus is London, with no explicit inclusion of Kent or the South East, and no evidence of grants to organisations outside London. 3. The beneficiary focus is on education, STEM, and youth development, not healthcare or palliative care. 4. No explicit exclusion of hospices, but no evidence of support for health or palliative care charities. 5. ellenor Hospice's core activities (palliative and end-of-life care) do not align with the Fund's stated priorities. 6. Funding is available on a rolling basis, but the match to ellenor Hospice's mission is minimal. Recommendation: ellenor Hospice is a low match for this fund due to the educational and London-centric focus.",6,6,15/10/2025 12:52,,www.tallowchandlers.org_education-charity_charities-grants
https://teachingstafftrust.org.uk,www.teachingstafftrust.org.uk,"Individuals who have worked in the education of under 19s in the UK for at least five years (including teachers, teaching assistants, nursery workers, lunch supervisors, caretakers, school administrators, and retired school workers)",UK,Current or former education staff (including ancillary staff) working with under 19s in the UK facing unexpected financial hardship,"Not stated (one-off payments or packages of support for essential needs, bills, or crisis situations)","Applicants must have worked in education of under 19s in the UK for at least five years; Support is for individuals, not organisations; Repeat applications usually not accepted unless there is a serious change or deterioration in circumstances; Does not pay off credit card or personal loan debts",closed,Reopens 1st September,"Applications are only accepted from individuals meeting the employment criteria; not open to organisations or charities. Grants are for personal hardship, not for organisational or project funding.",Not Eligible,"ellenor Hospice is a registered charity providing hospice and palliative care services, not an individual. Teaching Staff Trust grants are explicitly for individuals who have worked in education of under 19s in the UK for at least five years, not for organisations. The website states: 'If you’ve worked or have retired from working in a school, a nursery or in any other education role with under 19’s for five years or more in the UK then Teaching Staff Trust is here for you.' There is no provision for organisational or project funding. Additionally, applications are currently closed until 1st September. Therefore, ellenor Hospice is not eligible to apply.",15,15,15/10/2025 12:52,,www.teachingstafftrust.org.uk
,,,,,,,,,,,,14,15,13/10/2025 15:41,,www.thebromleytrust.org.uk
,,,,,,,,,,,,15,15,13/10/2025 16:45,,www.theprudencetrust.org
,,,,,,,,,,,,15,15,14/10/2025 11:42,,www.thesff.com
,,,,,,,,,,,,15,15,13/10/2025 13:48,,www.truecolourstrust.org.uk
,,,,,,,,,,,,15,15,13/10/2025 10:54,,www.tudortrust.org.uk
,,,,,,,,,,,,6,6,13/10/2025 15:46,,www.tuixen.org.uk
,,,,,,,,,,,,15,15,13/10/2025 16:17,,www.tworidingscf.org.uk
,,,,,,,,,,,,15,15,14/10/2025 14:14,,www.vodafone.com_vodafone-foundation
,,,,,,,,,,,,7,7,14/10/2025 15:21,,www.vonopel-foundation.ch
,,,,,,,,,,,,15,15,13/10/2025 15:07,,www.walcotfoundation.org.uk
,,,,,,,,,,,,15,15,13/10/2025 12:28,,www.wcit.org.uk
,,,,,,,,,,,,15,15,14/10/2025 15:24,,www.wfct.org
,,,,,,,,,,,,15,15,13/10/2025 12:56,,www.wolfson.org.uk
,,,,,,,,,,,,15,15,13/10/2025 10:24,,www.woodwardcharitabletrust.org.uk
,,,,,,,,,,,,15,15,13/10/2025 14:59,,www.ybs.co.uk_charitablefoundation
,www.cafonline.org,,,,,,,,,,,0,,2025-10-15 13:10:42,Insufficient text extracted (only 0 chars from 0 files)
,www.dajf.org.uk,,,,,,,,,,,0,,2025-10-15 13:10:42,Insufficient text extracted (only 0 chars from 0 files)
,www.gov.uk_government_organisations_department-for-business-energy-and-industrial-strategy,,,,,,,,,,,0,,2025-10-15 13:10:42,Insufficient text extracted (only 0 chars from 0 files)
,www.gov.uk_government_organisations_department-for-digital-culture-media-sport,,,,,,,,,,,0,,2025-10-15 13:10:42,Insufficient text extracted (only 0 chars from 0 files)
,www.gov.uk_government_organisations_department-for-international-development,,,,,,,,,,,0,,2025-10-15 13:10:42,Insufficient text extracted (only 0 chars from 0 files)
,www.gov.uk_government_organisations_department-for-science-innovation-and-technology,,,,,,,,,,,0,,2025-10-15 13:10:42,Insufficient text extracted (only 0 chars from 0 files)
,www.gov.uk_government_organisations_department-of-health-and-social-care,,,,,,,,,,,0,,2025-10-15 13:10:42,Insufficient text extracted (only 0 chars from 0 files)
,www.gov.uk_government_organisations_foreign-commonwealth-development-office,,,,,,,,,,,0,,2025-10-15 13:10:42,Insufficient text extracted (only 0 chars from 0 files)
,www.gov.uk_government_organisations_hm-revenue-customs,,,,,,,,,,,0,,2025-10-15 13:10:42,Insufficient text extracted (only 0 chars from 0 files)
,www.gov.uk_government_organisations_ministry-of-housing-communities-and-local-government-2018-2021,,,,,,,,,,,0,,2025-10-15 13:10:42,Insufficient text extracted (only 0 chars from 0 files)
,www.health.org.uk,,,,,,,,,,,0,,2025-10-15 13:10:42,Insufficient text extracted (only 0 chars from 0 files)
,www.jlc.london,,,,,,,,,,,0,,2025-10-15 13:10:42,Insufficient text extracted (only 0 chars from 0 files)
,www.rankfoundation.com,,,,,,,,,,,0,,2025-10-15 13:10:42,Insufficient text extracted (only 0 chars from 0 files)
https://thebromleytrust.org.uk,www.thebromleytrust.org.uk,"UK-registered charities with annual income between £100,000 and £1.2m; Charities working on Human Rights or Prison Reform in the UK",UK,People in the justice system; People needing human rights protection in the UK; People seeking sanctuary in the UK (for Human Rights programme); People in prison in the UK (for Prison Reform programme),"£15,000 - £30,000 per year",Organisations that are not UK registered charities; Organisations working outside of the UK; Service delivery organisations that are not also bringing about wider policy or practice change; Policy organisations that do not undertake any direct service delivery; Charities that do not work with people seeking sanctuary in the UK (Human Rights); Charities that do not work with people in prison in the UK (Prison Reform); Individuals; General appeals; Capital projects; Research; Work in schools or universities; Promotion of religion; International development work; Disaster relief; Conflict or post-conflict work; Drug or alcohol rehabilitation services; Housing projects; Domestic abuse organisations; Law Centres; Generic mentoring programmes; Organisations solely providing general welfare support; Work that is covered by state funding; Newly established organisations without a full year’s audited or independently examined accounts; Organisations with no (or very low – i.e. under one month’s) unrestricted reserves; Organisations which have more than one year’s worth of unrestricted reserves; Organisations who have made an unsuccessful application to the Trust in the last two years; Environmental projects,open,17 March 2025,"Applicants must fit within one of the two grant programmes: Human Rights (specifically for people seeking sanctuary in the UK) or Prison Reform (specifically for people in prison in the UK). Service delivery organisations must also be bringing about wider policy or practice change. Annual income must be between £100,000 and £1.2m. General welfare, health, or palliative care charities are not eligible unless their work is directly aligned with the Trust’s specific focus areas.",Not Eligible,"ellenor Hospice is a UK-registered charity with an annual income of £8.2M, which exceeds the Trust’s maximum income threshold of £1.2M. Additionally, the Trust only funds charities working specifically in Human Rights (with people seeking sanctuary in the UK) or Prison Reform (with people in prison in the UK), and explicitly excludes service delivery organisations not also bringing about wider policy or practice change. ellenor Hospice’s core activities are palliative and end-of-life care, which do not align with either of the Trust’s two grant programmes. The restrictions section also explicitly excludes 'organisations solely providing general welfare support' and 'work that is covered by state funding.' Therefore, ellenor Hospice is not eligible to apply.",14,14.0,2025-10-15 13:10:42,
,www.thefore.org,,,,,,,,,,,0,,2025-10-15 13:10:57,Insufficient text extracted (only 0 chars from 0 files)
https://theprudencetrust.org,www.theprudencetrust.org,UK registered charities; Community Interest Companies (CICs),UK,young people aged 11-25; disadvantaged young people; young people with mental health needs; families of young people (in some programmes),"£30,000 – £300,000 per annum (usual); some rounds £30,000 – £100,000 or £200,000 – £500,000","Work must primarily benefit young people aged 11-25; Organisation must deliver direct mental health support (e.g., talk therapy, socially prescribed activities for anxiety/depression); Must routinely collect data on mental health or wellbeing; Some rounds require minimum annual income (e.g., £250,000 or £1 million); No funding for retrospective costs or service delivery in some rounds; No grants for unregistered charities or those running less than two years",closed,"Most recent deadlines: 3 March 2025 (Strength in Data), 2 September 2024 (Disordered Eating), 9 September 2024 (Early Support Hubs)","Funding is highly targeted at young people’s mental health (ages 11-25). Ellenor Hospice would only be eligible if applying for a project specifically focused on direct mental health support for young people in this age group, with robust data collection. General palliative or end-of-life care, or services for adults/children outside 11-25, are not eligible. Current funding rounds are closed.",Low Match,"1. Applicant type matches: Ellenor Hospice is a UK registered charity. 2. Geographic scope matches: Funding is UK-wide, including Kent. 3. Beneficiary focus is a poor match: The Prudence Trust funds are strictly for young people aged 11-25, with a focus on mental health (prevention, treatment, social prescribing, research). Ellenor Hospice serves a broader age range and primarily provides palliative/end-of-life care, not direct mental health interventions for the 11-25 age group. 4. Restrictions: Must deliver direct mental health support to young people 11-25 and collect relevant data; general hospice/palliative care is not eligible. 5. Application status: All current rounds are closed, with no open opportunities. 6. Funding range is suitable, but only for eligible projects. Overall, Ellenor Hospice is a low match unless it has a dedicated, evidence-based mental health programme for young people aged 11-25. Even then, applications are not currently being accepted. Recommendation: Monitor for future rounds if Ellenor develops a qualifying youth mental health programme.",15,15.0,2025-10-15 13:10:57,
https://www.thesff.com,www.thesff.com,charities working with disadvantaged youth; charities working in mental health (UK); innovative WASH enterprises (Africa/Asia),UK (for disadvantaged youth and mental health portfolios); Africa and Asia (for WASH/water portfolios),disadvantaged children and young people; young people with mental health needs; communities needing water and sanitation (Africa/Asia),"Not explicitly stated; UK disadvantaged youth portfolio makes around £1m in grants per year, often multi-year core cost grants",No unsolicited proposals accepted; Foundation is proactive and does not have an open application process; Focus on long-term partnerships with organisations aligned to strategy; WASH funding is for Africa/Asia only,closed,N/A,"The Foundation does not accept unsolicited proposals. Funding is by invitation only to organisations identified proactively by the Foundation. UK funding is focused on disadvantaged youth and mental health, not palliative care or hospices.",Not Eligible,"1. The Stone Family Foundation 'does not accept unsolicited proposals' and 'searches proactively for opportunities' (www.thesff.com_contact.txt, www.thesff.com_disadvantaged-youth.txt). 2. UK funding is focused on 'disadvantaged youth' and 'mental health' portfolios, with no mention of palliative care, hospices, or end-of-life care as a priority. 3. The Foundation's WASH (water/sanitation) funding is exclusively for Africa and Asia, not the UK. 4. There are no open or rolling application opportunities for new organisations. 5. Ellenor Hospice, as a UK hospice providing palliative care, does not fit the Foundation's UK funding priorities and cannot apply. Therefore, ellenor Hospice is not eligible.",15,15.0,2025-10-15 13:11:11,
https://www.truecolourstrust.org.uk,www.truecolourstrust.org.uk,UK registered charitable organisations; Community Interest Companies (CICs) with UK registration,UK (including England and Kent),disabled children; children and young people with life-limiting conditions; families of disabled or life-limited children; siblings of disabled or life-limited children; bereaved children and families,"up to £10,000 (many grants are smaller than this)","Organisations with annual income over £350,000; Organisations that have received a small grant from True Colours Trust within the last 12 months; Local authorities; Residential schemes; Schools; Condition-specific organisations; Organisations seeking funding for wish-granting activities or regranting; Organisations registered outside the UK; Projects taking place outside the UK; Newly registered organisations without a full year of accounts; Individuals",rolling,None (applications accepted at any time),"Applicants must adhere to safeguarding requirements and have a current safeguarding policy. Organisations must have annual income below £350,000. Not likely to fund in consecutive years.",Not Eligible,"ellenor Hospice is a registered UK charity providing palliative and end-of-life care, including for children and young people, and is based in Kent, which is within the geographic scope. However, the True Colours Trust UK Small Grants programme explicitly restricts eligibility to organisations with annual income less than £350,000, while ellenor Hospice's annual income is £8.2M, far above this threshold. The fund is open to applications at any time, supports palliative care for children, and does not exclude hospices per se, but the income restriction is an explicit exclusion. Therefore, ellenor Hospice is not eligible for this funding opportunity.",15,15.0,2025-10-15 13:11:21,
https://tudortrust.org.uk,www.tudortrust.org.uk,charities; community organisations; grassroots initiatives,UK-wide,communities experiencing racial injustice; organisations advancing racial justice; groups working on systemic change; racialised communities,"Core grants up to £1 million (multi-year); exploration grants of £100,000","Invitation-only: unsolicited applications not accepted; Funding prioritises organisations working at the intersection of racial justice and systemic change; Focus on organisations authentically uplifting communities and addressing root causes of inequity; Legacy grant-holders (from previous programme) still supported, but new grants only under new strategy",closed,"N/A (invitation-only, no open deadlines)","Tudor Trust is currently operating an invitation-only process for new grants under its 'Change We Seek' strategy, with a strong focus on racial justice and systems change. Only organisations proactively identified by Tudor are considered. Existing legacy grant-holders continue to be supported until their grants end.",Not Eligible,"1. Tudor Trust is 'currently an invitation-only funder' and 'unable to consider unsolicited funding proposals' (www.tudortrust.org.uk_get-in-touch.txt, www.tudortrust.org.uk_our-funding.txt). 2. The new 'Change We Seek' strategy focuses exclusively on organisations advancing racial justice and systemic change, with recent grants made to groups working specifically in these areas (www.tudortrust.org.uk_our-funding_2025_change_we_seek_grants.txt, www.tudortrust.org.uk_what-we-do.txt). 3. While ellenor Hospice is a registered UK charity and serves vulnerable people in Kent, there is no indication that hospices or palliative care organisations are a focus or have been funded under the new strategy. 4. The Trust explicitly states: 'If you are an organisation looking for funding please do not spend time preparing a funding proposal and sending this to us, as we are unable to take forward applications that reach us this way.' 5. No open or rolling application process exists; all new funding is by invitation only and targeted at organisations working on racial justice and systems change. Therefore, ellenor Hospice is not eligible to apply for new funding from the Tudor Trust at this time.",14,14.0,2025-10-15 13:11:31,
https://tuixen.org.uk,www.tuixen.org.uk,"UK registered charities; Hospices; Charities working in children, youth, disabilities, mental health, homelessness, poverty",UK,Children; Young people; People with disabilities; People with learning disabilities; People with mental health needs; Hospices; Homeless people; People experiencing poverty,Not explicitly stated; typical recipient turnover £0.5m – £5m,Unsolicited applications are not sought; Correspondence will not be replied to,closed,N/A,The Foundation does not accept unsolicited applications. Charities are selected by the trustees. Ongoing donations possible for selected charities.,Not Eligible,"1. Hospices are explicitly listed as an area of interest, and UK registered charities are eligible in principle. 2. Geographic scope includes the UK, which covers Kent. 3. However, the Foundation does not accept unsolicited applications and states that correspondence will not be replied to, meaning ellenor Hospice cannot apply or initiate contact. 4. Only charities selected by the trustees receive funding. 5. Therefore, despite a strong match in focus and geography, the inability to apply makes ellenor Hospice not eligible for this funding opportunity.",6,6.0,2025-10-15 13:11:44,
https://tworidingscf.org.uk,www.tworidingscf.org.uk,small grassroots organisations; community groups; charities (with local governance); locally constituted and managed branches of national/large charities,"North Yorkshire, East Yorkshire, York, Hull (Yorkshire region only)",local people in Yorkshire; people experiencing poverty; children and young people; families; people with mental and physical health challenges; older people; vulnerable and disadvantaged groups,"Average grant £4,800; typical range £1,000 - £10,000 (exact min/max varies by fund)","Organisation must have annual income under £500k (exceptions possible but require pre-approval); Must work primarily for the benefit of people in North or East Yorkshire; National organisations not eligible unless locally constituted and managed; Cannot support private businesses, statutory agencies for statutory work, organisations with substantial unrestricted funds, or those mainly giving funds to others; Generally cannot fund medical research, medical equipment, or medical treatment",open,"Varies by fund; rolling deadlines for some, others have specific dates (check individual fund guidance)","ellenor Hospice is based in Kent and serves Kent/London borders, not Yorkshire. Income exceeds £500k threshold. Some exceptions for larger organisations may be possible but require direct contact and are rare.",Not Eligible,"1. Geographic scope is strictly North & East Yorkshire, York, and Hull; ellenor Hospice is based in Kent and serves Dartford, Gravesham, Swanley, and Bexley, which are outside the eligible area. 2. Applicant income must generally be under £500k; ellenor Hospice's income is £8.2M, far above the threshold. 3. While some exceptions for larger organisations are mentioned, these are rare and require pre-approval, and only if the organisation is locally led and run in Yorkshire. 4. No evidence that hospices or palliative care are excluded as a sector, but the geographic and income restrictions are explicit and critical. 5. All open funds are for Yorkshire-based organisations. Therefore, ellenor Hospice is not eligible for funding from Two Ridings Community Foundation.",14,14.0,2025-10-15 13:11:49,
,www.ubs.com_global_en_sustainability-impact_social-impact-and-philanthropy_optimus-foundation.html,,,,,,,,,,,0,,2025-10-15 13:12:02,Insufficient text extracted (only 0 chars from 0 files)
https://careers.vodafone.com,www.vodafone.com_vodafone-foundation,charities; NGOs; local initiatives; education providers,"16 Vodafone markets in Europe, including the United Kingdom","learners; primary and secondary school pupils; people not in education, employment or training; the elderly; vulnerable groups; digital skills and education",€20 million over five years (local initiative funding amount not specified),Funding is for digital skills and education programmes; Must align with Vodafone Foundation's focus areas; No explicit mention of hospice or palliative care funding,unclear,not stated,"Funding is delivered in partnership with charities and NGOs for digital skills and education initiatives. Must be a local initiative in one of the 16 Vodafone markets. No explicit exclusion of hospices, but focus is on digital skills/education.",Possibly Eligible,"The Vodafone Foundation is investing €20 million over five years to fund local digital skills and education initiatives in 16 Vodafone markets, including the UK. The funding is delivered in partnership with charities and NGOs, and the aim is to reach learners, those not in education, employment or training, and the elderly. While ellenor Hospice is a registered UK charity and operates in Kent (within the UK scope), the funding focus is on digital skills and education, not directly on palliative care or hospice services. There are no explicit exclusions for hospices, but eligibility would depend on ellenor Hospice proposing a project that aligns with digital skills or education for their beneficiaries (e.g., digital inclusion for patients or families). Application status and deadlines are not specified. Overall, eligibility is 'Possibly Eligible' because the applicant type and geography match, but the beneficiary focus is only tangentially related unless a suitable digital skills/education project is proposed.",15,15.0,2025-10-15 13:12:02,
https://www.vonopel-foundation.ch,www.vonopel-foundation.ch,charities; NGOs; community organisations,"developing countries (global, but focus outside UK/Europe)",children; young people; poor; vulnerable; victims of human trafficking; communities affected by disaster; mothers; women,not stated,Focus on developing countries; Projects in the UK not mentioned or prioritised; Selection based on Foundation's own research; No open application process described,unclear,not stated,Foundation prioritises projects in developing countries and selects projects based on its own research. No evidence of open application process or UK-based funding.,Not Eligible,"1. The Foundation's stated focus is on 'helping communities in developing countries' and 'improving the lives of the poor and vulnerable, particularly children and young people in the developing world.' 2. All example projects and supported organisations are based outside the UK, with no mention of UK or Kent-based funding. 3. The Foundation selects projects based on its own research and does not advertise an open application process. 4. Ellenor Hospice is a UK-based hospice serving Kent, which does not align with the Foundation's geographic priorities. 5. There are no explicit exclusions of UK charities, but the overwhelming evidence is that the Foundation does not fund UK-based projects. Therefore, ellenor Hospice is not eligible.",7,7.0,2025-10-15 13:12:29,
https://www.walcotfoundation.org.uk,www.walcotfoundation.org.uk,charities; schools; community groups; organisations working with Lambeth citizens,London Borough of Lambeth (work must benefit Lambeth residents),children; young people; families under pressure; disadvantaged families; people in financial need; Lambeth residents under 30,"Examples: £25,000 - £75,000 over 1-3 years (see previous grants); exact minimum/maximum not explicitly stated",Work must directly benefit Lambeth residents; Organisations outside Lambeth only eligible for work with Lambeth citizens; Focus on those in financial need; Most grants required by charity scheme to be given to under 30s; Rarely funds research unless focused on Lambeth and financial inequality,unclear,not stated,"Priorities are supporting families under pressure, improving engagement with education, building better mental health for children/young people, increasing confidence/skills through positive activities, and tackling youth unemployment. Exceptional applications outside these priorities may be considered if they fit the Foundation's vision and strategy.",Not Eligible,"1. The Walcot Foundation operates solely in the London Borough of Lambeth and has a legally defined 'area of benefit'. ('We are an independent foundation operating solely in the London borough of Lambeth.' and 'We do fund organisations and schools outside Lambeth but only for the work they undertake with Lambeth citizens meeting our criteria.') 2. ellenor Hospice is based in Gravesend, Kent, and serves Dartford, Gravesham, Swanley, and Bexley, not Lambeth. 3. The Foundation's priorities and previous grants are focused exclusively on Lambeth residents, especially children, young people, and families in financial need. 4. There is no indication that work outside Lambeth, or for non-Lambeth residents, is eligible. 5. Therefore, ellenor Hospice is not eligible unless it delivers a project specifically and exclusively for Lambeth residents, which is not indicated in its profile.",15,15.0,2025-10-15 13:12:40,
https://wcit.org.uk,www.wcit.org.uk,UK registered charities; not-for-profit organisations,"UK (with a focus on the City of London, but not restricted to London)",disadvantaged people; disabled people; socially excluded people; charities using IT to improve quality of life; health and wellbeing; children; vulnerable people,"Not stated (historically, grants have ranged from several thousand to £300,000 for major projects)",Funding must be used to promote the use of IT and improve quality of life for disadvantaged groups; Preference for projects leveraging IT; No explicit exclusion of hospices or healthcare charities,rolling,Not stated,Applications are reviewed quarterly by the Charitable Operations Committee. Projects must demonstrate use of IT to benefit disadvantaged or vulnerable groups. Pro bono IT support is also available.,Eligible,"1. The WCIT Charity 'makes grants to charities to promote the use of IT and improve the quality of life for those who are disadvantaged.' 2. The Charitable Operations Committee 'meets quarterly to review funding applications received from a wide range of non-profit organisations, all seeking to use IT in their work.' 3. There is no explicit exclusion of hospices or healthcare charities; in fact, the WCIT Charity previously supported the creation of Lifelites, which delivers technology to children's hospices throughout the UK. 4. Geographic scope is UK-wide, with a focus on impact rather than location. 5. The main restriction is that projects must leverage IT to benefit disadvantaged or vulnerable groups, which aligns with ellenor Hospice's potential to use technology in palliative care, bereavement support, or therapy. 6. No explicit funding range is stated, but past grants have included significant sums. 7. Applications are rolling, reviewed quarterly. 8. Overall, ellenor Hospice is eligible if the funding sought is for an IT-related project that benefits their service users.",15,15.0,2025-10-15 13:12:52,
,www.wellcome.org,,,,,,,,,,,0,,2025-10-15 13:13:21,Insufficient text extracted (only 0 chars from 0 files)
,www.westminsterfoundation.org.uk,,,,,,,,,,,1,,2025-10-15 13:13:21,Insufficient text extracted (only 46 chars from 1 files)
